TarTimestamp,Target_ID,Target_DistLong,Target_DistLat,Target_VrelLong,Target_VreLat,Target_DynProp,Target_RCS,Target_DistLong_rms,Target_DistLat_rms,Target_VrelLong_rms,Target_VrelLat_rms,Target_Pdh0,Target_InvalidState,Target_AmbigState
14:26:01:356,94,17.8,-1.9,0,0,1,-7,20,19,16,3,3,11,3
14:26:01:356,95,22,0.5,0,0,1,2.5,20,19,16,3,1,0,3
14:26:01:356,96,25,0.3,0,0,1,-7.5,20,19,16,3,6,3,0
14:26:01:356,97,25.4,-0.9,0,0,1,-4,20,19,16,3,3,4,3
14:26:01:356,98,26.6,-4.5,0,0,4,-2,0,0,0,0,6,7,0
14:26:01:356,99,28.4,-1.9,0,0,1,1,20,19,16,3,6,3,0
14:26:01:356,100,29.6,1.3,0,0,1,-4.5,20,19,16,3,6,3,0
14:26:01:356,101,38.2,-0.7,0,0,1,27,20,19,16,3,1,0,3
14:26:01:356,102,42.6,2.9,0,0,1,-3.5,20,19,16,3,6,3,0
14:26:01:356,103,44,-0.3,0,0,4,-9.5,0,0,0,0,6,12,0
14:26:01:356,104,48,9.3,0,0,4,8.5,0,0,0,0,6,7,0
14:26:01:356,105,49.8,-1.5,0,0,1,-1,20,20,16,3,3,4,3
14:26:01:356,106,55.2,-8.7,0,0,3,-0.5,20,19,16,3,3,4,3
14:26:01:356,107,55.6,9.7,0,0,4,9,,,,,,,
14:26:01:356,108,61.8,-0.9,0,0,1,16.5,,,,,,,
14:26:01:356,109,62,5.5,0,0,3,8.5,,,,,,,
14:26:01:356,110,66,1.3,0,0,3,2.5,,,,,,,
14:26:01:356,111,71.6,-2.5,0,0,1,13,,,,,,,
14:26:01:356,112,71.2,9.7,0,0,3,12.5,,,,,,,
14:26:01:356,113,74.8,-3.5,0,0,3,0.5,,,,,,,
14:26:01:356,114,74.8,16.1,0,0,4,17,,,,,,,
14:26:01:356,115,83.4,-1.3,0,0,1,2.5,,,,,,,
14:26:01:356,116,83.4,-16.3,0,0,4,4.5,,,,,,,
14:26:01:356,117,86.8,16.9,0,0,4,-1.5,,,,,,,
14:26:01:356,118,93.8,-2.7,0,0,1,10.5,,,,,,,
14:26:01:356,119,99.6,-1.9,0,0,1,19,,,,,,,
14:26:01:356,120,104,0.7,0,0,1,14,,,,,,,
14:26:01:356,121,105.2,-5.7,0,0,1,12.5,,,,,,,
14:26:01:356,122,111,-4.1,0,0,1,13,,,,,,,
14:26:01:356,123,114.2,-2.1,0,0,3,8,,,,,,,
14:26:01:356,124,118,-0.1,0,0,3,7,,,,,,,
14:26:01:356,125,117.4,-20.3,0,0,4,-1.5,,,,,,,
14:26:01:372,126,124,-1.5,0,0,1,24.5,,,,,,,
14:26:01:372,127,129.2,1.3,0,0,3,15.5,,,,,,,
14:26:01:372,128,132,0.3,0,0,3,7,,,,,,,
14:26:01:372,129,137.2,-2.5,0,0,1,22.5,,,,,,,
14:26:01:372,130,137,-20.3,0,0,1,13,,,,,,,
14:26:01:372,131,142.6,-4.7,0,0,4,-5.5,,,,,,,
14:26:01:372,132,149,-4.7,0,0,1,2,,,,,,,
14:26:01:372,133,151.6,-2.9,0,0,3,-2.5,,,,,,,
14:26:01:372,134,152,30.1,0,0,4,7,,,,,,,
14:26:01:372,135,158.6,-1.1,0,0,1,1,,,,,,,
14:26:01:372,136,157.4,27.1,0,0,4,5,,,,,,,
14:26:01:372,137,159.8,30.1,0,0,4,10,,,,,,,
14:26:01:372,138,164.4,32.9,0,0,4,17,,,,,,,
14:26:01:372,139,171,-4.7,0,0,1,9,,,,,,,
14:26:01:372,140,176.4,4.1,0,0,3,-7.5,,,,,,,
14:26:01:372,141,175.6,21.5,0,0,3,-5.5,,,,,,,
14:26:01:372,142,185,-4.9,0,0,1,32,,,,,,,
14:26:01:372,143,189.2,-2.1,0,0,3,15,,,,,,,
14:26:01:372,144,189.4,-14.7,0,0,1,17,,,,,,,
14:26:01:372,145,194.8,35.7,0,0,4,16.5,,,,,,,
14:26:01:356,0,1.6,-1.5,0,0,1,-8.5,19,19,17,3,1,0,3
14:26:01:356,1,2,-1.5,0,0,1,-10,19,19,17,3,1,16,3
14:26:01:356,2,3.6,-1.5,0,0,1,-15,19,19,16,3,3,4,3
14:26:01:356,3,4.4,-1.5,0,0,1,-18,19,19,16,3,3,11,3
14:26:01:356,4,5.4,3.5,0,0,1,3,19,19,17,3,1,0,3
14:26:01:356,5,7.4,-1.5,0,0,1,-12,19,19,16,3,3,4,3
14:26:01:356,6,8,-1.1,0,0,1,-9,19,19,16,3,3,4,3
14:26:01:356,7,7,5.3,0,0,3,-4,19,19,17,3,3,11,3
14:26:01:356,8,9,-1.5,0,0,3,-12,19,19,16,3,3,4,3
14:26:01:356,9,10,-0.3,0,0,1,17,19,19,16,3,1,0,3
14:26:01:356,10,12,-1.5,0,0,1,-11,19,19,16,3,3,4,3
14:26:01:356,11,12.8,-1.7,0,0,1,-17,19,19,16,3,3,11,3
14:26:01:356,12,14.6,1.5,0,0,1,11.5,19,19,16,3,1,0,3
14:26:01:356,13,15.4,1.3,0,0,1,6.5,19,19,16,3,3,11,3
14:26:01:356,14,16.6,0.7,0,0,1,-16.5,19,19,16,3,3,11,3
14:26:01:356,15,17.4,-1.9,0,0,1,-10.5,19,19,16,3,3,4,3
14:26:01:356,16,18.2,0.5,0,0,3,-6.5,19,19,16,3,3,9,3
14:26:01:356,17,18.4,-1.7,0,0,1,-12,19,19,16,3,3,4,3
14:26:01:356,18,21.6,0.5,0,0,1,-3,19,19,16,3,1,0,3
14:26:01:356,19,22,-4.3,0,0,3,-10,19,19,16,3,3,4,3
14:26:01:356,20,23.6,0.9,0,0,1,-19,19,19,16,3,3,4,3
14:26:01:356,21,23.8,-1.5,0,0,1,-14,19,19,16,3,3,9,3
14:26:01:356,22,24.6,-1.7,0,0,1,-16.5,19,19,16,3,3,11,3
14:26:01:356,23,26,-1.7,0,0,1,5.5,19,19,16,3,1,0,3
14:26:01:356,24,27.6,0.3,0,0,1,6.5,19,19,16,3,1,0,3
14:26:01:356,25,28.2,3.5,0,0,1,0,19,19,16,3,1,0,3
14:26:01:356,26,29.4,3.5,0,0,1,1.5,19,19,16,3,1,0,3
14:26:01:356,27,30,-0.1,0,0,1,2.5,19,19,16,3,1,0,3
14:26:01:356,28,19.2,24.3,0,0,3,15,19,19,18,3,1,16,3
14:26:01:356,29,32.6,-0.9,0,0,1,-7.5,19,19,16,3,3,9,3
14:26:01:356,30,33.8,0.3,0,0,1,7,19,19,16,3,1,0,3
14:26:01:356,31,33.8,-4.5,0,0,1,2,19,19,16,3,1,0,3
14:26:01:356,32,35,0.1,0,0,1,2,19,19,16,3,3,9,3
14:26:01:356,33,36.2,-2.3,0,0,1,9,19,19,16,3,1,16,3
14:26:01:356,34,38.2,-0.7,0,0,1,27,19,19,16,3,1,0,3
14:26:01:356,35,39.8,-0.7,0,0,4,-14,0,0,0,0,6,12,0
14:26:01:356,36,41.4,-1.9,0,0,1,-6,19,19,16,3,3,9,3
14:26:01:356,37,42,-2.9,0,0,1,-2,19,19,16,3,3,4,3
14:26:01:356,38,42.8,-0.1,0,0,1,-4.5,19,19,16,3,3,11,3
14:26:01:356,39,26.2,35.3,0,0,3,10.5,20,19,18,3,1,0,3
14:26:01:356,40,44.6,-4.5,0,0,3,-8.5,19,19,16,3,3,4,3
14:26:01:356,41,45,0.7,0,0,3,-2.5,19,20,16,3,3,9,3
14:26:01:356,42,45.8,-2.3,0,0,1,-5,19,20,16,3,3,9,3
14:26:01:356,43,46.6,-1.9,0,0,1,-6.5,19,20,16,3,3,9,3
14:26:01:356,44,48,0.1,0,0,1,-2.5,19,20,16,3,3,4,3
14:26:01:356,45,48.8,-2.3,0,0,1,4.5,19,19,16,3,1,0,3
14:26:01:356,46,50,-2.1,0,0,1,1.5,19,19,16,3,1,0,3
14:26:01:356,47,51.2,-1.9,0,0,1,1,19,19,16,3,1,0,3
14:26:01:356,48,52.2,-3.1,0,0,3,-8,19,20,16,3,3,9,3
14:26:01:356,49,53.8,1.1,0,0,1,-13,21,21,16,3,3,9,3
14:26:01:356,50,54.6,-1.9,0,0,1,-15,21,21,16,3,3,9,3
14:26:01:356,51,54.6,2.5,6.25,0,0,-19,21,21,16,3,3,4,1
14:26:01:356,52,55.8,0.7,0,0,1,13.5,19,20,16,3,1,0,3
14:26:01:356,53,57.6,1.1,0,0,1,-14,21,21,16,3,3,9,3
14:26:01:356,54,60.4,-0.7,0,0,1,6,19,19,16,3,1,0,3
14:26:01:356,55,61.2,0.1,0,0,1,13,19,20,16,3,1,0,3
14:26:01:356,56,62.2,-1.3,0,0,1,14,19,19,16,3,1,0,3
14:26:01:356,57,62.6,-2.5,0,0,1,12.5,19,19,16,3,1,0,3
14:26:01:356,58,62.4,16.7,0,0,1,9,19,19,16,3,3,11,3
14:26:01:356,59,62.6,18.3,0,0,1,12,19,19,16,3,1,0,3
14:26:01:356,60,63.8,19.9,0,0,1,11.5,19,20,16,3,1,0,3
14:26:01:356,61,63.4,23.1,0,0,3,6.5,19,19,16,3,3,11,3
14:26:01:356,62,66.4,14.1,0,0,3,-2.5,19,20,16,3,3,4,3
14:26:01:356,63,46.6,-50.7,0,0,1,21,19,19,17,3,1,16,3
14:26:01:356,64,68.2,14.1,0,0,1,6,19,19,16,3,1,0,3
14:26:01:356,65,64.2,30.5,0,0,1,13.5,19,19,16,3,1,0,3
14:26:01:356,66,71.4,-3.1,0,0,1,10,19,20,16,3,1,16,3
14:26:01:356,67,72.2,3.7,0,0,3,5,19,19,16,3,1,16,3
14:26:01:356,68,72.8,-1.9,0,0,1,7,19,19,16,3,3,11,3
14:26:01:356,69,68.6,27.1,0,0,1,1,19,20,16,3,1,16,3
14:26:01:356,70,74.4,-1.7,0,0,1,6.5,19,20,16,3,1,0,3
14:26:01:356,71,64.4,38.9,0,0,1,10,19,20,17,3,1,0,3
14:26:01:356,72,75.8,-3.5,0,0,3,2.5,19,20,16,3,1,16,3
14:26:01:356,73,68.8,32.9,0,0,1,5,19,20,16,3,1,0,3
14:26:01:356,74,69,34.5,0,0,1,-1,20,21,16,3,3,11,3
14:26:01:356,75,77.8,-1.5,0,0,1,6,19,20,16,3,1,0,3
14:26:01:356,76,65.2,46.3,0,0,1,2,21,22,17,3,1,0,3
14:26:01:356,77,64.6,49.5,0,0,1,21,19,19,17,3,1,0,3
14:26:01:356,78,66.8,47.7,0,0,1,7,20,20,17,3,3,11,3
14:26:01:356,79,83.2,-0.1,0,0,1,2,19,21,16,3,3,11,3
14:26:01:356,80,83.6,-1.7,0,0,1,6,19,20,16,3,1,0,3
14:26:01:356,81,71.6,47.1,0,0,1,19.5,20,20,17,3,1,0,3
14:26:01:356,82,85.4,-14.9,0,0,3,-9.5,21,22,16,3,3,11,3
14:26:01:356,83,93.8,-4.3,0,0,1,14.5,19,20,16,3,1,0,3
14:26:01:356,84,94.6,-1.3,0,0,1,7,19,21,16,3,3,11,3
14:26:01:356,85,95.4,-1.7,0,0,1,-1.5,20,22,16,3,3,11,3
14:26:01:356,86,95.2,-10.1,0,0,3,-4,21,22,16,3,3,4,3
14:26:01:356,87,96.8,-2.1,0,0,1,2.5,19,22,16,3,1,15,3
14:26:01:356,88,98.2,-0.1,0,0,1,-6.5,21,22,16,3,3,11,3
14:26:01:356,89,99.6,-1.5,0,0,1,12.5,19,21,16,3,1,15,3
14:26:01:356,90,5.2,-1.1,0,0,4,-15,0,0,0,0,6,7,0
14:26:01:356,91,5.8,-0.3,0,0,4,-17.5,0,0,0,0,6,8,3
14:26:01:356,92,10,-0.3,0,0,1,15,20,19,16,3,1,0,3
14:26:01:356,93,15,-1.3,0,0,1,-4.5,20,19,16,3,6,3,0
14:26:01:356,94,17.8,-1.9,0,0,1,-7,20,19,16,3,3,11,3
14:26:01:356,95,22,0.5,0,0,1,2.5,20,19,16,3,1,0,3
14:26:01:356,96,25,0.3,0,0,1,-7.5,20,19,16,3,6,3,0
14:26:01:356,97,25.4,-0.9,0,0,1,-4,20,19,16,3,3,4,3
14:26:01:356,98,26.6,-4.5,0,0,4,-2,0,0,0,0,6,7,0
14:26:01:356,99,28.4,-1.9,0,0,1,1,20,19,16,3,6,3,0
14:26:01:356,100,29.6,1.3,0,0,1,-4.5,20,19,16,3,6,3,0
14:26:01:356,101,38.2,-0.7,0,0,1,27,20,19,16,3,1,0,3
14:26:01:356,102,42.6,2.9,0,0,1,-3.5,20,19,16,3,6,3,0
14:26:01:356,103,44,-0.3,0,0,4,-9.5,0,0,0,0,6,12,0
14:26:01:356,104,48,9.3,0,0,4,8.5,0,0,0,0,6,7,0
14:26:01:356,105,49.8,-1.5,0,0,1,-1,20,20,16,3,3,4,3
14:26:01:356,106,55.2,-8.7,0,0,3,-0.5,20,19,16,3,3,4,3
14:26:01:356,107,55.6,9.7,0,0,4,9,,,,,,,
14:26:01:356,108,61.8,-0.9,0,0,1,16.5,,,,,,,
14:26:01:356,109,62,5.5,0,0,3,8.5,,,,,,,
14:26:01:356,110,66,1.3,0,0,3,2.5,,,,,,,
14:26:01:356,111,71.6,-2.5,0,0,1,13,,,,,,,
14:26:01:356,112,71.2,9.7,0,0,3,12.5,,,,,,,
14:26:01:356,113,74.8,-3.5,0,0,3,0.5,,,,,,,
14:26:01:356,114,74.8,16.1,0,0,4,17,,,,,,,
14:26:01:356,115,83.4,-1.3,0,0,1,2.5,,,,,,,
14:26:01:356,116,83.4,-16.3,0,0,4,4.5,,,,,,,
14:26:01:356,117,86.8,16.9,0,0,4,-1.5,,,,,,,
14:26:01:356,118,93.8,-2.7,0,0,1,10.5,,,,,,,
14:26:01:356,119,99.6,-1.9,0,0,1,19,,,,,,,
14:26:01:356,120,104,0.7,0,0,1,14,,,,,,,
14:26:01:356,121,105.2,-5.7,0,0,1,12.5,,,,,,,
14:26:01:356,122,111,-4.1,0,0,1,13,,,,,,,
14:26:01:356,123,114.2,-2.1,0,0,3,8,,,,,,,
14:26:01:356,124,118,-0.1,0,0,3,7,,,,,,,
14:26:01:356,125,117.4,-20.3,0,0,4,-1.5,,,,,,,
14:26:01:372,126,124,-1.5,0,0,1,24.5,,,,,,,
14:26:01:372,127,129.2,1.3,0,0,3,15.5,,,,,,,
14:26:01:372,128,132,0.3,0,0,3,7,,,,,,,
14:26:01:372,129,137.2,-2.5,0,0,1,22.5,,,,,,,
14:26:01:372,130,137,-20.3,0,0,1,13,,,,,,,
14:26:01:372,131,142.6,-4.7,0,0,4,-5.5,,,,,,,
14:26:01:372,132,149,-4.7,0,0,1,2,,,,,,,
14:26:01:372,133,151.6,-2.9,0,0,3,-2.5,,,,,,,
14:26:01:372,134,152,30.1,0,0,4,7,,,,,,,
14:26:01:372,135,158.6,-1.1,0,0,1,1,,,,,,,
14:26:01:372,136,157.4,27.1,0,0,4,5,,,,,,,
14:26:01:372,137,159.8,30.1,0,0,4,10,,,,,,,
14:26:01:372,138,164.4,32.9,0,0,4,17,,,,,,,
14:26:01:372,139,171,-4.7,0,0,1,9,,,,,,,
14:26:01:372,140,176.4,4.1,0,0,3,-7.5,,,,,,,
14:26:01:372,141,175.6,21.5,0,0,3,-5.5,,,,,,,
14:26:01:372,142,185,-4.9,0,0,1,32,,,,,,,
14:26:01:372,143,189.2,-2.1,0,0,3,15,,,,,,,
14:26:01:372,144,189.4,-14.7,0,0,1,17,,,,,,,
14:26:01:372,145,194.8,35.7,0,0,4,16.5,,,,,,,
14:26:01:667,0,1.6,-1.5,0,0,1,-8.5,19,19,17,3,1,0,3
14:26:01:667,1,2,-1.5,0,0,1,-10,19,19,17,3,1,16,3
14:26:01:667,2,3.6,-1.5,0,0,1,-15,19,19,16,3,3,4,3
14:26:01:667,3,4.4,-1.5,0,0,1,-18,19,19,16,3,3,11,3
14:26:01:667,4,5.4,3.5,0,0,1,2.5,19,19,17,3,1,0,3
14:26:01:667,5,6.6,-0.7,0.25,0,1,-13,19,19,16,3,3,9,3
14:26:01:667,6,6.6,-0.9,-0.25,0,1,-22,21,19,16,3,3,4,3
14:26:01:667,7,7.2,-1.3,0,0,1,-11,19,19,16,3,3,4,3
14:26:01:667,8,8.2,-0.9,0,0,3,-8.5,19,19,16,3,3,11,3
14:26:01:667,9,9,-1.5,0,0,3,-12,19,19,16,3,3,4,3
14:26:01:667,10,10,-0.3,0,0,1,17,19,19,16,3,1,0,3
14:26:01:667,11,12,-1.5,0,0,1,-11,19,19,16,3,3,4,3
14:26:01:667,12,12.8,-1.9,0,0,1,-16.5,19,19,16,3,3,11,3
14:26:01:667,13,14.6,1.5,0,0,1,12,19,19,16,3,1,0,3
14:26:01:667,14,15.4,1.3,0,0,1,6.5,19,19,16,3,3,11,3
14:26:01:667,15,16.2,1.3,0,0,1,-6,19,19,16,3,3,11,3
14:26:01:667,16,17.4,-1.9,0,0,1,-11,19,19,16,3,3,4,3
14:26:01:667,17,18.2,0.5,0,0,3,-6.5,19,19,16,3,3,9,3
14:26:01:667,18,18.4,-1.9,0,0,1,-12,19,19,16,3,3,9,3
14:26:01:667,19,21.6,0.5,0,0,1,-3,19,19,16,3,1,0,3
14:26:01:667,20,22,-1.7,0,0,1,-7.5,19,19,16,3,3,9,3
14:26:01:667,21,22,-4.3,0,0,3,-10,19,19,16,3,3,4,3
14:26:01:667,22,23.8,-1.5,0,0,1,-11.5,19,19,16,3,3,9,3
14:26:01:667,23,26,-1.9,0,0,1,4,19,19,16,3,1,0,3
14:26:01:667,24,26.6,-1.9,0,0,1,-5.5,19,19,16,3,3,11,3
14:26:01:667,25,27.6,0.1,0,0,1,6.5,19,19,16,3,1,0,3
14:26:01:667,26,28.2,3.3,0,0,1,1,19,19,16,3,1,0,3
14:26:01:667,27,29.4,3.3,0,0,1,2,19,19,16,3,1,0,3
14:26:01:667,28,30,-0.1,0,0,1,0.5,19,19,16,3,3,9,3
14:26:01:667,29,29.8,5.3,0,0,1,-1.5,19,19,16,3,1,16,3
14:26:01:667,30,32.2,0.3,0,0,1,-10.5,19,19,16,3,3,4,3
14:26:01:667,31,33.6,0.3,0,0,1,14,19,19,16,3,1,0,3
14:26:01:667,32,34.4,-4.9,0,0,1,-1,19,19,16,3,3,4,3
14:26:01:667,33,35.2,0.3,0,0,1,2.5,19,19,16,3,3,9,3
14:26:01:667,34,35.8,0.5,0,0,1,0,19,19,16,3,3,11,3
14:26:01:667,35,16.6,-32.5,0,0,4,21,0,0,0,0,6,7,0
14:26:01:667,36,38.2,-0.7,0,0,1,26.5,19,19,16,3,1,0,3
14:26:01:667,37,40.2,-0.1,0,0,4,-15.5,0,0,0,0,6,12,0
14:26:01:667,38,41.8,-0.3,0,0,1,-6,19,20,16,3,3,9,3
14:26:01:667,39,43,0.7,0,0,3,-6.5,19,20,16,3,3,4,3
14:26:01:667,40,43.8,-4.5,0,0,3,-11.5,19,20,16,3,3,4,3
14:26:01:667,41,45.8,-1.9,0,0,1,-5.5,19,20,16,3,3,9,3
14:26:01:667,42,46.6,-1.7,0,0,1,-5.5,19,19,16,3,3,9,3
14:26:01:667,43,48.2,-1.3,0,0,1,-6.5,19,20,16,3,3,11,3
14:26:01:667,44,48.8,-2.5,0,0,1,2.5,19,19,16,3,1,0,3
14:26:01:667,45,23.2,43.3,0,0,4,4.5,0,0,0,0,6,7,0
14:26:01:667,46,50,-2.5,0,0,1,1,19,19,16,3,1,0,3
14:26:01:667,47,51.2,-1.9,0,0,1,0.5,19,19,16,3,1,0,3
14:26:01:667,48,52.4,-3.1,0,0,3,-10.5,20,21,16,3,3,9,3
14:26:01:667,49,32.8,-42.7,0,0,3,6.5,22,21,18,3,1,16,3
14:26:01:667,50,50,24.3,16,0,0,-15.5,21,21,17,3,3,4,1
14:26:01:667,51,56,-5.7,0,0,1,9.5,19,19,16,3,1,0,3
14:26:01:667,52,57.4,2.3,0,0,1,-13,20,21,16,3,3,9,3
14:26:01:667,53,60,0.9,0,0,1,2,19,19,16,3,3,11,3
14:26:01:667,54,60.4,-1.1,0,0,1,5.5,19,19,16,3,1,0,3
14:26:01:667,55,61.2,0.1,0,0,1,13.5,19,20,16,3,1,0,3
14:26:01:667,56,62.2,-1.7,0,0,1,13,19,19,16,3,1,0,3
14:26:01:667,57,62.8,-2.7,0,0,1,13.5,19,19,16,3,1,0,3
14:26:01:667,58,62.4,16.7,0,0,1,9,19,19,16,3,3,11,3
14:26:01:667,59,62.6,18.3,0,0,1,12.5,19,19,16,3,1,0,3
14:26:01:667,60,63.8,19.9,0,0,1,11.5,19,20,16,3,1,0,3
14:26:01:667,61,62.8,-24.5,0,0,3,6.5,19,19,16,3,3,11,3
14:26:01:667,62,68,0.9,0,0,3,-1,19,20,16,3,3,9,3
14:26:01:667,63,64,24.5,0,0,3,4,19,20,16,3,3,9,3
14:26:01:667,64,68.2,14.3,0,0,1,5.5,19,19,16,3,1,0,3
14:26:01:667,65,64.2,30.7,0,0,1,13,19,19,16,3,1,0,3
14:26:01:667,66,71.4,-2.9,0,0,1,9.5,19,20,16,3,1,16,3
14:26:01:667,67,72.2,2.9,0,0,1,6,19,19,16,3,1,16,3
14:26:01:667,68,72.8,-1.5,0,0,1,7,19,20,16,3,3,11,3
14:26:01:667,69,68.8,26.7,0,0,1,1.5,19,20,16,3,1,0,3
14:26:01:682,70,64.6,38.7,0,0,1,10,19,20,17,3,1,0,3
14:26:01:683,71,65,39.3,0,0,1,5,20,21,17,3,3,11,3
14:26:01:683,72,68.8,32.9,0,0,1,5,19,20,16,3,1,16,3
14:26:01:683,73,69,34.3,0,0,1,0,20,21,16,3,3,11,3
14:26:01:683,74,77.8,-1.7,0,0,1,6,19,20,16,3,1,0,3
14:26:01:683,75,69.8,38.1,0,0,3,-6.5,22,22,17,3,3,9,3
14:26:01:683,76,66.6,43.9,0,0,3,-3.5,21,22,17,3,3,4,3
14:26:01:683,77,65.8,45.7,0.75,0,3,-4,22,22,17,3,3,4,3
14:26:01:684,78,64.6,49.5,0,0,1,21,19,19,17,3,1,0,3
14:26:01:684,79,66.4,48.5,0,0,1,7.5,20,21,17,3,3,11,3
14:26:01:684,80,83.6,-1.7,0,0,1,6.5,19,20,16,3,1,0,3
14:26:01:684,81,71.6,47.1,0,0,1,20,20,20,17,3,1,0,3
14:26:01:684,82,72.8,47.1,0,0,1,-3.5,22,22,17,3,3,11,3
14:26:01:684,83,87.6,-9.1,0,0,3,-8.5,21,22,16,3,3,4,3
14:26:01:684,84,89,-1.7,0,0,3,-7.5,21,22,16,3,3,4,3
14:26:01:684,85,93.6,-4.1,0,0,1,13.5,19,20,16,3,3,11,3
14:26:01:684,86,93.8,-4.3,0,0,1,15,19,20,16,3,1,0,3
14:26:01:684,87,95,-1.7,0,0,1,3.5,19,21,16,3,3,11,3
14:26:01:684,88,95,-11.3,0,0,3,-4.5,20,22,16,3,3,4,3
14:26:01:684,89,96.8,-2.7,0,0,1,2.5,19,22,16,3,1,15,3
14:26:01:684,90,96.4,-21.5,-3.75,0,2,-7.5,21,22,16,3,3,4,1
14:26:01:684,91,99.6,-1.5,0,0,1,14,19,21,16,3,1,15,3
14:26:01:684,92,6.8,1.1,0.25,0,3,-13.5,20,19,16,3,3,4,3
14:26:01:684,93,10,-0.3,0,0,1,15,20,19,16,3,1,0,3
14:26:01:684,94,15,-1.3,0,0,1,-4,20,19,16,3,6,3,0
14:26:01:684,95,17.8,-1.9,0,0,1,-7,20,19,16,3,3,11,3
14:26:01:684,96,22,0.5,0,0,1,2.5,19,19,16,3,1,0,3
14:26:01:684,97,25,0.3,0,0,1,-7.5,19,19,16,3,6,3,0
14:26:01:684,98,25.6,-0.7,0,0,1,-5,20,19,16,3,6,3,0
14:26:01:684,99,27,-4.7,0,0,4,-1,0,0,0,0,6,7,0
14:26:01:684,100,28.8,-1.9,0,0,1,0,20,19,16,3,6,3,0
14:26:01:684,101,29.8,1.1,0,0,1,-3,20,19,16,3,6,3,0
14:26:01:684,102,38.2,-0.7,0,0,1,27,20,19,16,3,1,0,3
14:26:01:684,103,42.4,2.7,0,0,1,-5,20,19,16,3,6,3,0
14:26:01:684,104,44.2,-0.1,0,0,4,-10.5,0,0,0,0,6,12,0
14:26:01:684,105,46.6,-2.3,0,0,1,-10,20,20,16,3,3,4,3
14:26:01:684,106,48,9.9,0,0,4,7.5,0,0,0,0,6,7,0
14:26:01:684,107,50.2,-1.7,0,0,1,-3.5,20,20,16,3,3,4,3
14:26:01:684,108,54.4,1.9,0,0,1,-11,20,21,16,3,3,4,3
14:26:01:684,109,55.2,12.3,0,0,4,13,0,0,0,0,6,7,0
14:26:01:684,110,61.2,-6.3,0,0,3,10,20,20,16,3,3,0,3
14:26:01:684,111,62.2,-0.9,0,0,1,15.5,20,19,16,3,1,16,3
14:26:01:684,112,62.2,5.1,0,0,3,7.5,20,20,16,3,3,16,3
14:26:01:684,113,66,1.5,0,0,3,1.5,20,19,16,3,3,11,3
14:26:01:684,114,71.8,-2.5,0,0,1,11,20,21,16,3,1,16,3
14:26:01:684,115,72,1.7,0,0,1,8,19,19,16,3,1,16,3
14:26:01:684,116,71.8,-10.7,0,0,3,11.5,20,20,16,3,3,16,3
14:26:01:684,117,74.8,16.1,0,0,4,16,0,0,0,0,6,7,0
14:26:01:684,118,83.2,-1.5,0,0,1,1.5,20,21,16,3,1,0,3
14:26:01:684,119,83.2,-16.9,0,0,4,8,0,0,0,0,6,7,0
14:26:01:684,120,93.8,-2.9,0,0,1,10,20,21,16,3,1,0,3
14:26:01:684,121,99.6,-1.9,0,0,1,19,20,19,16,3,1,0,3
14:26:01:684,122,104,0.7,0,0,1,14.5,21,24,16,3,1,0,3
14:26:01:684,123,105.2,-5.5,0,0,1,12.5,20,20,16,3,3,11,3
14:26:01:684,124,108.6,16.1,0,0,1,9.5,20,20,16,3,1,0,3
14:26:01:684,125,110.8,-4.1,0,0,1,14,20,21,16,3,1,0,3
14:26:01:684,126,110.6,-24.5,0,0,4,19,0,0,0,0,6,7,0
14:26:01:684,127,114.2,-2.9,0,0,3,8,20,21,16,3,3,11,3
14:26:01:684,128,118,-0.3,0,0,3,8.5,,,,,,,
14:26:01:684,129,124,-1.3,0,0,1,24,,,,,,,
14:26:01:684,130,130.2,0.7,0,0,3,14,,,,,,,
14:26:01:684,131,137.2,-2.3,0,0,1,23.5,,,,,,,
14:26:01:684,132,141.8,-4.3,0,0,3,-1,,,,,,,
14:26:01:684,133,148.8,-4.9,0,0,1,3.5,,,,,,,
14:26:01:684,134,153.4,-0.3,0,0,3,-4,,,,,,,
14:26:01:684,135,152.2,30.7,0,0,4,6,,,,,,,
14:26:01:684,136,158.8,-1.1,0,0,1,1,,,,,,,
14:26:01:684,137,160.4,29.7,0,0,4,10,,,,,,,
14:26:01:684,138,164.2,33.1,0,0,4,16.5,,,,,,,
14:26:01:684,139,171.2,-4.5,0,0,1,9.5,,,,,,,
14:26:01:684,140,174.8,-4.1,0,0,4,-3.5,,,,,,,
14:26:01:684,141,175.2,-18.7,0,0,3,-7.5,,,,,,,
14:26:01:684,142,185.2,-5.1,0,0,1,32.5,,,,,,,
14:26:01:684,143,189.2,-3.3,0,0,1,15.5,,,,,,,
14:26:01:684,144,189.2,-14.9,0,0,1,16,,,,,,,
14:26:01:684,145,194.8,35.7,0,0,4,14.5,,,,,,,
14:26:01:667,0,1.6,-1.5,0,0,1,-8.5,19,19,17,3,1,0,3
14:26:01:667,1,2,-1.5,0,0,1,-10,19,19,17,3,1,16,3
14:26:01:667,2,3.6,-1.5,0,0,1,-15,19,19,16,3,3,4,3
14:26:01:667,3,4.4,-1.5,0,0,1,-18,19,19,16,3,3,11,3
14:26:01:667,4,5.4,3.5,0,0,1,2.5,19,19,17,3,1,0,3
14:26:01:667,5,6.6,-0.7,0.25,0,1,-13,19,19,16,3,3,9,3
